,elo_diff,winrate_10_diff,winrate_30_diff,experience_diff,rank_diff,h2h_winrate,_map
4007,131.10971401571533,0.1,0.1666666666666666,576,-2,0.875,Nuke
4008,-218.5381566966537,-0.3999999999999999,-0.2,-63,-4,0.0,Nuke
4009,-232.70245808130332,-0.4999999999999999,-0.2333333333333333,-63,-4,0.0,Overpass
4010,101.03714150247744,0.0,0.1333333333333333,105,5,0.6666666666666666,Mirage
4011,59.98502712146546,0.0,0.0999999999999999,105,5,0.5714285714285714,Cobblestone
4012,94.03446589753912,0.2,0.3384615384615384,3,66,0.5,Cache
4013,53.57903225362634,0.1,0.2272727272727273,3,66,0.0,Cobblestone
4014,16.682971676976194,0.0,0.1333333333333333,3,66,0.0,Mirage
4015,-203.38868316673395,-0.3,-0.1666666666666666,-63,-4,0.0,Mirage
4016,175.6006314199617,-0.2,0.2589743589743589,877,3,0.0,Mirage
4017,-73.62318401779703,0.3,-0.0777777777777778,-28,58,0.0,Nuke
4018,40.227846418054014,-0.1,-0.0666666666666666,234,21,0.8,Dust2
4019,9.062328479176358,-0.3,-0.1333333333333333,234,21,0.7916666666666666,Cobblestone
4020,248.27117747161924,0.6,0.0666666666666666,469,-52,0.5,Mirage
4021,272.30970826239013,0.7,0.1333333333333333,469,-52,0.6666666666666666,Cobblestone
4022,260.637834132727,0.7,0.0999999999999999,469,-52,0.6,Dust2
4023,353.977174892852,0.1999999999999999,0.0333333333333333,-163,-19,1.0,Cache
4024,225.89809811186976,0.0,0.3166666666666666,877,3,0.5,Nuke
4025,-45.81897143688048,0.4,-0.0019607843137255,-28,58,0.5,Overpass
4026,281.2800254412323,0.0,0.0913043478260868,778,-3,0.5,Train
4027,-270.1200579108713,0.0,-0.0636363636363636,-778,3,0.5,Mirage
4028,-271.0669184955416,-0.3,-0.2,-103,103,1.0,Cobblestone
4029,269.6179358933134,0.6000000000000001,0.4333333333333333,254,-16,1.0,Cache
4030,368.4634514818508,0.4999999999999999,0.0666666666666666,-163,-19,1.0,Cobblestone
4031,110.02201421029145,0.4,0.1333333333333334,-132,4,0.6,Overpass
4032,-291.86039455903347,-0.0999999999999999,-0.1166666666666665,-778,3,0.0,Mirage
4033,280.8045609375897,0.6000000000000001,0.4515151515151515,254,-16,1.0,Mirage
4034,-237.91379708675368,-0.0999999999999999,-0.0666666666666666,-778,3,0.5,Cobblestone
4035,-68.21427835442591,-0.1999999999999999,-0.1,132,-4,0.3846153846153846,Nuke
4036,-326.5942329699735,-0.5,-0.2666666666666666,-103,103,0.5,Dust2
4037,361.3567324060832,0.3999999999999999,0.0333333333333333,-163,-19,1.0,Mirage
4038,228.6383883324063,0.6,0.2666666666666667,-308,1,0.5,Train
4039,242.17181677920576,0.6,0.3,-308,1,1.0,Inferno
4040,-10.68755763126319,0.9,0.6333333333333333,-648,-32,1.0,Cache
4041,306.99817539419587,0.3999999999999999,0.3666666666666666,57,-17,0.8,Train
4042,-109.1267865643806,-0.4999999999999999,-0.2333333333333333,501,21,1.0,Train
4043,-297.2026343644418,-0.3,-0.3333333333333333,-57,17,0.2142857142857142,Mirage
4044,-258.3617921642974,0.1,-0.2333333333333334,136,-5,0.3809523809523809,Dust2
4045,270.1592220503735,0.0,0.2666666666666667,-136,5,0.2352941176470588,Cobblestone
4046,-131.3938176506001,-0.4999999999999999,-0.2333333333333333,501,21,0.6666666666666666,Dust2
4047,-19.965577153635195,0.0,0.0,4,-7,0.5,Mirage
4048,-268.7166186368729,-0.1999999999999999,-0.3,-431,24,0.1428571428571428,Mirage
4049,-15.984358550065052,0.0,0.0,2,19,0.5,Cache
4050,245.18312107491192,0.1999999999999999,0.3666666666666667,-118,-57,1.0,Cache
4051,231.8456694353431,0.1999999999999999,0.2999999999999999,-118,-57,1.0,Mirage
4052,-32.0,-1.0,-1.0,0,34,0.0,Cache
4053,0.0,0.0,0.0,0,34,0.5,Train
4054,-341.9713178457723,0.0999999999999999,-0.0666666666666666,-682,13,0.5,Cobblestone
4055,-46.989229609587255,-0.2,-0.3666666666666666,-648,-32,0.5,Mirage
4056,17.48681745414001,0.3333333333333333,0.3333333333333333,2,19,1.0,Overpass
4057,-279.9512202125791,-0.3,-0.3333333333333333,-431,24,0.125,Cobblestone
4058,81.30954579254899,0.7,0.2,-556,3,0.6666666666666666,Cache
4059,128.86612543430056,0.2,-0.0999999999999999,346,-43,0.5,Dust2
4060,13.87129893891074,0.2,0.2,4,-7,1.0,Cobblestone
4061,79.730324832718,-0.0999999999999999,-0.1666666666666666,-364,12,1.0,Mirage
4062,32.91761052484753,0.2999999999999999,0.0333333333333333,-34,14,0.6666666666666666,Train
4063,-62.50293800904342,-0.1999999999999999,-0.0999999999999999,-264,7,0.2,Dust2
4064,52.53218080201668,-0.1999999999999999,-0.2333333333333333,-364,12,1.0,Cobblestone
4065,-103.78758048294073,-0.1999999999999999,-0.0999999999999999,-264,7,0.0,Nuke
4066,58.26269078764312,-0.1999999999999999,-0.1523809523809524,705,3,0.0,Cobblestone
4067,-279.2121877143318,-0.0999999999999999,-0.3848484848484848,-877,-3,1.0,Overpass
4068,-1.0106990884446532,-0.1999999999999999,0.0,34,-14,0.5294117647058824,Mirage
4069,149.51302509880907,0.3,-0.0666666666666666,346,-43,1.0,Cache
4070,54.26751465225948,0.6,0.1333333333333334,-556,3,0.6,Overpass
4071,-335.0927000025368,-0.1999999999999999,-0.4666666666666667,-877,-3,0.5,Dust2
